,account_value,date,daily_return
602,1242324.9874699991,2020-08-24,0.0159436440415092
603,1244594.688244336,2020-08-25,0.0018269782844497
604,1240525.1497569282,2020-08-26,-0.0032697700912964
605,1234818.1125162342,2020-08-27,-0.0046005010392673
606,1237803.1411035622,2020-08-28,0.0024173832219267
607,1233525.3929359235,2020-08-31,-0.0034559196253329
608,1231139.9539975843,2020-09-01,-0.0019338385346584
609,1253466.387414872,2020-09-02,0.0181347647314933
610,1215178.8911488657,2020-09-03,-0.0305452915614033
611,1203536.3745023983,2020-09-04,-0.0095809075776984
612,1175919.9542487096,2020-09-08,-0.022946061987621
613,1197383.2498307617,2020-09-09,0.0182523440515685
614,1180423.622802199,2020-09-10,-0.0141639086992066
615,1183047.1156458014,2020-09-11,0.0022225011368157
616,1203233.277947088,2020-09-14,0.0170628557682315
617,1198943.964133476,2020-09-15,-0.0035648231246813
618,1201021.499594305,2020-09-16,0.0017328044704161
619,1196712.8420265417,2020-09-17,-0.0035874941199792
620,1191074.801071412,2020-09-18,-0.0047112730449037
621,1165648.543002923,2020-09-21,-0.0213473226413799
622,1162000.6841175794,2020-09-22,-0.0031294672028209
623,1143718.7260393838,2020-09-23,-0.0157331732485844
624,1131860.4695894346,2020-09-24,-0.0103681579919684
625,1164362.5397681568,2020-09-25,0.0287156156186918
626,1190205.0958102427,2020-09-28,0.0221945958921279
627,1182711.4355825146,2020-09-29,-0.0062961083380563
628,1198060.157189948,2020-09-30,0.0129775709827932
629,1207204.0050850848,2020-10-01,0.0076322109872877
630,1205070.0796824435,2020-10-02,
631,1225636.7187110682,2020-10-05,0.0170667576727523
632,1201980.578065297,2020-10-06,-0.0193011030794254
633,1229336.066899045,2020-10-07,0.0227586779128985
634,1247067.0841968716,2020-10-08,0.0144232466412155
635,1255329.8429446686,2020-10-09,0.0066257532192972
636,1267390.496816308,2020-10-12,0.0096075576785048
637,1256882.1013774518,2020-10-13,-0.0082913636051819
638,1251362.3873664197,2020-10-14,-0.0043915925009855
639,1262148.8787188216,2020-10-15,0.008619798278501
640,1264371.047279231,2020-10-16,0.0017606231704339
641,1247815.940361987,2020-10-19,-0.0130935511002632
642,1251053.9302555132,2020-10-20,0.0025949258931463
643,1244264.5855805788,2020-10-21,-0.0054269000805966
644,1256147.6706715669,2020-10-22,0.0095502879602118
645,1261677.0182499683,2020-10-23,0.0044018292653804
646,1227604.1193711157,2020-10-26,-0.0270060390939943
647,1206438.5097020788,2020-10-27,-0.0172413967459474
648,1162977.8684201364,2020-10-28,-0.036023917449945
649,1171426.7107364663,2020-10-29,0.0072648349945019
650,1162338.9202126933,2020-10-30,-0.0077578822819053
651,1188472.6111230326,2020-11-02,0.0224837097475469
652,1226714.977410264,2020-11-03,0.0321777430370018
653,1254233.4455213023,2020-11-04,0.0224326503040932
